product_code,name,supplier_display,location,threshold,lead_time_days
5055331304414,BOND Ready-to-Use Primary Antibody CD31 (1A10),Leica,,0,2
5055331304407,BOND Ready-to-Use Primary Antibody Muscle Specific Actin (HHF35),Leica,,0,2
5055331331182,BOND Ready-to-Use Primary Antibody FOXP3,Leica,,0,2
5055331304391,BOND Ready-to-Use Primary Antibody CD7 (LP15),Leica,,0,2
5055331304384,BOND Ready-to-Use Primary Antibody CD10 (56C6),Leica,,0,2
5055331304377,BOND Ready-to-Use Primary Antibody CD2 (11F11),Leica,,0,2
5055331304360,BOND Ready-to-Use Primary Antibody CD68 (514H12),Leica,,0,2
5055331318077,BOND Ready-to-Use Primary Antibody Immunoglobulin M (8H6),Leica,,0,2
5055331304353,BOND Ready-to-Use Primary Antibody Protein Gene Product 9.5 (10A1),Leica,,0,2
5055331304346,BOND Ready-to-Use Primary Antibody Granzyme B (11F1),Leica,,0,2
5055331304339,BOND Ready-to-Use Primary Antibody Synaptophysin (27G12),Leica,,0,2
5055331331205,BOND Ready-to-Use Primary Antibody LAG-3 (12H6),Leica,,0,2
5055331326003,BOND Ready-to-Use Primary Antibody CD13 (38C12),Leica,,0,2
5055331304322,BOND Ready-to-Use Primary Antibody CD25 (4C9),Leica,,0,2
5055331304315,"BOND™ Ready-to-Use Primary Antibody
Anaplastic Lymphoma Kinase (5A4)",Leica,,0,2
5055331304308,BOND Ready-to-Use Primary Antibody CD61 (2f2),Leica,,0,2
5055331304292,BOND Ready-to-Use Primary Antibody Progesterone Receptor (16),Leica,,0,2
5055331304285,BOND Ready-to-Use Primary Antibody Tyrosinase (T311),Leica,,0,2
5055331304261,BOND Ready-to-Use Primary Antibody Terminal Deoxynucleotidyl Transferase (SEN28),Leica,,0,2
5055331304254,BOND Ready-to-Use Primary Antibody Calretinin (CAL6),Leica,,0,2
5055331322517,BOND Ready-to-Use Primary Antibody CD34 (QBEnd/10),Leica,,10,2
5055331324719,BOND Ready-to-Use Primary Antibody CD20 (L26),Leica,Central,10,2
5055331331175,BOND Ready-to-Use Primary Antibody TIM-3 (EPR22241),Leica,,0,2
5055331304230,BOND Ready-to-Use Primary Antibody Thyroid Transcription Factor-1 (SPT24),Leica,,0,2
5055331304216,BOND Ready-to-Use Primary Antibody Neurofilament 200 kD (N52.1.7),Leica,,0,2
5055331304209,BOND Ready-to-Use Primary Antibody Mesothelin (5B2),Leica,,0,2
5055331325204,BOND Ready-to-Use Primary Antibody CD103 (EP206),Leica,,0,2
5055331325211,BOND Ready-to-Use Primary Antibody CDX2 (EP25),Leica,,0,2
5055331325259,BOND Ready-to-Use Primary Antibody Mammaglobin (EP249),Leica,,0,2
5055331325228,BOND Ready-to-Use Primary Antibody p120 Catenin (EP66),Leica,,0,2
5055331304193,BOND Ready-to-Use Primary Antibody E-Cadherin (36B5),Leica,,0,2
5055331304186,BOND Ready-to-Use Primary Antibody Muramidase (Lysozyme) (Polyclonal),Leica,,0,2
5055331304162,BOND Ready-To-Use Primary Antibody Calcitonin (Polyclonal),Leica,,0,2
5055331321589,BOND Ready-to-Use Primary Antibody Ki67 (MM1),Leica,,0,2
5055331325655,BOND Ready-to-Use Primary Antibody CD31 (JC70A),Leica,,0,2
5055331304155,BOND Ready-to-Use Primary Antibody Calponin (Basic) (26A11),Leica,,0,2
5055331304148,BOND Ready-to-Use Primary Antibody Fascin (IM20),Leica,,0,2
5055331304131,BOND Ready-to-Use Primary Antibody CA19-9 (Sialyl Lewisa) (C241:5:1:4),Leica,,0,2
5055331324801,BOND Ready-to-Use Primary Antibody CD4 (4B12),Leica,,0,2
5055331304124,"BOND™ Ready-to-Use Primary Antibody
Chromogranin A (5H7)",Leica,,0,2
5055331304117,BOND Ready-to-Use Primary Antibody Prostate Specific Antigen (35H9),Leica,,0,2
5055331304100,"BOND Ready-to-Use Primary Antibody
Neuron Specific Enolase (22C9)",Leica,,0,2
5055331320339,BOND Ready-to-Use Primary Antibody Progesterone Receptor (16),Leica,,0,2
5055331304094,BOND Ready-to-Use Primary Antibody CD57 (NK-1),Leica,,0,2
5055331331151,BOND Ready-to-Use Primary Antibody Muc-4 Glycoprotein (EPR9308),Leica,,0,2
5055331304087,BOND Ready-to-Use Primary Antibody Factor XIIIa (E980.1),Leica,,0,2
5055331304070,BOND Ready-to-Use Primary Antibody Cytokeratin 5 (XM26),Leica,,0,2
5055331326829,BOND Ready-to-Use Primary Antibody CD15 (MMA),Leica,,0,2
5055331327000,BOND Ready-to-Use Primary Antibody Inhibin Alpha (R1),Leica,,0,2
5055331304056,"BOND Ready-to-Use Primary Antibody
Myeloperoxidase (59A5)",Leica,,0,2
5055331304049,BOND Ready-to-Use Primary Antibody Myosin Heavy Chain (smooth muscle) (S131),Leica,,0,2
5055331325907,BOND Ready-to-Use Primary Antibody Chromogranin A (5H7),Leica,,0,2
5055331304025,BOND Ready-to-Use Primary Antibody Oct-2 (Oct-207),Leica,,0,2
5055331304001,BOND Ready-To-Use Primary Antibody CA125 (Ovarian Cancer Antigen)(Ov185:1),Leica,,0,2
5055331303998,BOND Ready-to-Use Primary Antibody Pax-5 (1EW),Leica,,0,2
5055331303981,BOND Ready-to-Use Primary Antibody CD3 (LN10),Leica,,0,2
5055331303974,BOND Ready-to-Use Primary Antibody CD11c (5D11),Leica,,0,2
5055331303967,BOND Ready-to-Use Primary Antibody CD33 (PWS44),Leica,,0,2
5055331303950,BOND Ready-To-Use Primary Antibody B Cell Specific Octamer Binding Protein-1 (TG14),Leica,,0,2
5055331303943,BOND Ready-to-Use Primary Antibody Wilms’ Tumor (WT49),Leica,,0,2
5055331303936,BOND Ready-to-Use Primary Antibody Cytokeratin 8 (TS1),Leica,,0,2
5055331319128,BOND Ready-to-Use Primary Antibody Lambda Light Chain (SHL53),Leica,,0,2
5055331327901,BOND Ready-to-Use Primary Antibody c-erbB-2 Oncoprotein,Leica,,0,2
5055331326805,BOND Ready-to-Use Primary Antibody CD79a (JCB117),Leica,,0,2
5055331319111,BOND Ready-to-Use Primary Antibody Kappa Light Chain (CH15),Leica,,0,2
5055331318060,"BOND™ Ready-to-Use Primary Antibody
MLH1 (Mismatch Repair Protein) (ES05)",Leica,,0,2
5055331303912,BOND Ready-to-Use Primary Antibody Insulin (2D11-H5),Leica,,0,2
5055331322524,BOND Ready-to-Use Primary Antibody Melanoma Marker (HMB45),Leica,,0,2
5055331321596,BOND Ready-to-Use Primary Antibody Vimentin (V9),Leica,,0,2
5055331317858,BOND Ready-to-Use Primary Antibody Gastrin (Polyclonal),Leica,,0,2
5055331303899,BOND Ready-to-Use Primary Antibody Human Follicle Stimulating Hormone (INN-hFSH-60),Leica,,0,2
5055331303882,BOND Ready-to-Use Primary Antibody Human Growth Hormone (Polyclonal),Leica,,0,2
5055331321572,BOND Ready-to-Use Primary Antibody Gross Cystic Disease Fluid Protein-15 (23A3),Leica,,0,2
5055331303875,BOND Ready-to-Use Primary Antibody Myoglobin (MYO18),Leica,,0,2
5055331303837,BOND Ready-to-Use Negative Control Negative (Rabbit),Leica,,0,2
5055331303820,BOND Ready-to-Use Primary Antibody CD30 (JCM182),Leica,,0,2
5055331303813,BOND Ready-to-Use Primary Antibody Cytokeratin 19 (b170),Leica,,0,2
5055331328700,BOND Ready-to-Use Primary Antibody Anaplastic Lymphoma Kinase (5A4),Leica,,0,2
5055331328908,BOND Ready-to-Use Primary Antibody Programmed Death Ligand 1 (73-10),Leica,,0,2
5055331303806,BOND Ready-to-Use Primary Antibody CD19 (BT51E),Leica,,0,2
5055331326812,BOND Ready-to-Use Primary Antibody Carcinoembryonic Antigen (CD66e) (COL-1),Leica,,0,2
5055331326836,BOND Ready-to-Use Primary Antibody Immunoglobulin G (RWP49),Leica,,0,2
5055331303783,BOND Ready-to-Use Primary Antibody CD20 (MJ1),Leica,,0,2
5055331303776,BOND Ready-to-Use Primary Antibody Multi-Cytokeratin (AE1/AE3),Leica,,30,2
5055331303752,BOND Ready-to-Use Primary Antibody Oct-3/4 (N1NK),Leica,,0,2
5055331303745,"BOND Ready-to-Use Primary Antibody
CD43 (MT1)",Leica,,0,2
5055331303738,BOND Ready-to-Use Primary Antibody Cytokeratin 7 (RN7),Leica,,0,2
5055331303721,BOND Ready-to-Use Primary Antibody Smooth Muscle Actin (alpha sm-1),Leica,,0,2
5055331303714,BOND Ready-To-Use Primary Antibody Alpha Fetoprotein (C3),Leica,,0,2
5055331328007,BOND Ready-to-Use Primary Antibody c-erbB-2 Oncoprotein,Leica,,0,2
5055331328847,BOND Ready-to-Use Primary Antibody Mismatch Repair Protein (MLH1),Leica,,0,2
5055331328830,BOND Ready-to-Use Primary Antibody MSH2 (Mismatch Repair Protein) (79H11),Leica,,0,2
5055331328816,BOND Ready-To-Use Primary Antibody MSH6 (Mismatch Repair Protein) (EP49),Leica,,0,2
5055331328823,BOND Ready-To-Use Primary Antibody PMS2 (Mismatch Repair Protein) (EP51),Leica,,0,2
5055331303707,BOND Ready-to-Use Negative Control Negative (Mouse),Leica,,0,2
5055331303578,BOND Ready-to-Use ISH EBER Probe,Leica,,0,2
5055331303561,BOND Ready-to-Use ISH CMV Probe,Leica,,0,2
5055331303554,BOND Ready-to-Use ISH Kappa Probe,Leica,,0,2
5055331303547,BOND Ready-to-Use ISH Lambda Probe,Leica,,0,2
5055331303530,BOND Ready-to-Use ISH DNA Positive Control Probe,Leica,,0,2
5055331303523,BOND Ready-to-Use ISH DNA Negative Control,Leica,,0,2
5055331303516,"BOND Ready-to-Use ISH HPV Probe (Subtypes 6, 11)",Leica,,0,2
5055331303509,BOND Ready-to-Use ISH RNA Positive Control Probe,Leica,,0,2
5055331303493,BOND Ready-to-Use ISH RNA Negative Control Probe,Leica,,0,2
5055331303486,"BOND Ready-to-Use ISH HPV Probe (Subtypes 16, 18, 31, 33, 51)",Leica,,0,2
5055331302137,Peroxidase Block,Leica,,0,2
5055331302120,Protein Block,Leica,,0,2
5055331302106,Streptavidin-HRP,Leica,,0,2
5055331302090,Hematoxylin,Leica,,0,2
5055331302083,Peroxidase Detection System,Leica,,0,2
5055331302076,Manual Epitope Retrieval Solution pH6 10x Concentrate,Leica,,0,2
5055331302052,Epitope Retrieval Solution pH8 10x Concentrate,Leica,,0,2
5055331302045,Epitope Retrieval Solution pH9 10x Concentrate,Leica,,0,2
